S.N.,Car Name,Model,Chasis Number,Colour,Mileage,Engine,Grade,Details,Price,Landing,Location,imgURL,Picture,Status,Drive Image,First Image
288,Toyota Corolla Axio Hybrid EX Package,2020,NKE165-7232929,Silver,"209,027",1500,R,"ABD, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
289,Toyota Hiace Super GL,2020,TRH200-0317557,White,"298,875",2000,3.5,"ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
290,Toyota Voxy Hybrid X Package,2020,ZWR80-0452712,Silver,"211,667",1800,3.5,"Power Door, Push start, ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
291,Toyota Corolla Fielder EX Package,2020,NRE161-0086687,Silver,"168,841",1500,3.5,"Navigation, ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
292,Toyota Toyoace,2020,TRY230-0135350,White,"122,085",2000,3.5,"ETC, Fog lamps",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
293,Toyota Corolla Axio Hybrid EX Package,2020,NKE165-7233392,White,"155,973",1500,3.5,"ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
294,Toyota Corolla Cross Hybrid,,ZVG11-1008823,Silver,,1800,,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
295,Toyota Corolla Axio EX Package 4WD,2020,NZE164-7079636,White,"114,308",1500,4,"4WD, ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
296,Toyota Corolla Cross Hybrid Z Package,2021,ZVG11-1002636,Black,"35,213",1800,,"ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
297,Toyota C-HR G LED Mode Nero Dual Tone,2020,ZYX11-2018832,White,"105,069",1800,4,"Dual Tone, G Mode Nero, 360 camera",1000000,30/11/25,,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
298,Toyota Aqua Hybrid S Package,2020,NHP10-2678895,White,"105,255",1500,3,"ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
299,Toyota Aqua Hybrid S Package,2020,NHP10-2684475,Silver,"139,359",1500,3.5,"ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
300,Toyota Corolla Cross Hybrid Z Package,2022,ZVG11-1027767,White,"93,343",1800,4.5,"ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
301,Toyota Dyna Pickup,2020,TRY230,White,"197,742",2000,3.5,"ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
302,Toyota Esquire Hybrid Gi Premium Package,2020,ZWR80-0435266,Pearl,"132,215",1800,R,"ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
303,Toyota Noah X Package,2021,ZRR80-0699333,Black,"110,597",2000,RA,"Octane, One door power, key start",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
304,Toyota Aqua Hybrid,2020,NHP10-2692745,White,"182,585",1500,,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
305,Toyota Corolla Cross Hybrid Z Package,2022,ZVG11-1021661,Black,"63,098",1800,R,"Half leather seat, 360 camera, monitor, power back door",1000000,26/11/25,,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
306,Toyota Townace Pickup,2020,S412U-0009702,White,"135,232",1500,R,800 KG Weight,1000000,30/11/25,,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
307,Toyota Corolla Axio EX Package,2020,NRE161-0089601,White,"252,115",1500,3.5,Push start,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,,
308,Toyota Noah Hybrid X Package,2020,ZWR80-0462224,Silver,"187,560",1800,3.5,"Push start, left side auto door",1000000,26/11/25,,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
309,Toyota Axio EX Package,2020,NRE161-0087983,White,"141,573",1500,R,Push start,1000000,20/11/25,,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
310,Toyota Axio EX Package 4WD,2020,NZE164-7078334,White,"213,560",1500,3.5,"4WD, Push start",1000000,20/11/25,,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
311,Toyota Hiace DX Package,2020,TRH200-5042596,White,"131,349",2000,3.5,"PS, PW, ABS",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
312,Toyota Hiace DX Package,2020,TRH200-5042600,White,"131,982",2000,3.5,"PS, PW, ABS",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
313,Toyota Hiace DX Package,2020,TRH200-5042820,White,"130,346",2000,3.5,"PS, PW, ABS",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
314,Toyota Esquire Hybrid Xi Package,2020,ZWR80-0442069,Black,"260,056",1800,3.5,"PS, PW, ABS",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
315,Toyota Voxy Hybrid SG Package,2022,ZWR90-0021774,Black,"25,604",1800,R,"TSS, Cruise control, back monitor, both side power door, seat heater, 8 seats",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
316,Toyota Esquire Hybrid Gi Premium Package,2020,ZWR80-0450211,White,"207,412",1800,3.5,"Red interior, both side sliding door, TSS, push start",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
317,Toyota Dyna Pickup,2021,TRY220-0120143,White,"62,151",2000,3,"Airbag, PS, 1500 KG, Manual gear",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
318,Toyota Esquire Hybrid Gi Premium Package,2020,ZWR80-0481597,Pearl,"266,699",1800,R,"ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
319,Toyota Regius Ace DX Ambulance,2020,TRH200-0316615,Silver,"134,689",2000,3,"Ambulance, ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
320,Toyota C-HR G LED Package,2020,ZYX11-2021000,Silver,"110,448",1800,RA,"ABS, PS, PW, Alloy wheels, navigation",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
321,Toyota Corolla Axio Hybrid EX Package,2020,NKE165-7233862,White,"124,499",1500,3.5,"ABS, Airbag, PS, PW ",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
322,Toyota Dyna LPG Pickup,2020,TRY231-0002443,White,"177,604",2000,3.5,"ABS, Airbag, PS, PW ",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
323,Toyota Noah Hybrid X Package (Brand New),2025,ZWR90-0260397,Black,11,1800,S,"TSS, Push start, Smart key x2, LED Headlight ",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
324,Toyota Esquire Hybrid Gi Package,2021,ZWR80-0499889,Silver,"84,969",1800,3.5,"TSS, Sonar, Parking support break, both side power door, front seat heater",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
325,Toyota Corolla Cross Hybrid Z Package,2022,ZVG11-1019187,Pearl,"20,066",1800,R,"Hardtop, TSS, BSM, RCTA, PKSB, RSA, Seat Heater, ETC",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
326,Toyota Corolla Cross Hybrid Z Package,2022,ZVG11-1013942,Pearl,"73,426",1800,4,"TSS, LED Lights, ETC, Push start, 360 camera",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
327,Toyota Hiace Van DX Package,2021,TRH200-0337176,White,"128,945",2000,3.5,"SD navigation, back camera, keyless entry, ETC, TSS",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
328,Toyota Corolla Fielder Hybrid EX Package,2020,NKE165-7230508,Silver,"96,705",1500,R,"TSS, Sonar, Parking support break",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
329,Toyota Corolla Cross Hybrid Z Package,2022,ZVG11-1034815,Pearl,"48,476",1800,R,"TSS, Radar cruise, back monitor, LED headlight, DVR, BSM, Power back door, Power seat, ETC",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
330,Toyota Premio FL Package,2020,NZT260-3225819,Pearl,"197,000",1500,,"PS, PW, ABS",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
331,Toyota Corolla Cross Hybrid Z Package,2021,ZVG11-1012282,Black,"57,990",1800,4.5,"Navigation screen, Airbag, ABS, PS, PW",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
332,Toyota Corolla Cross Hybrid Z Package,2022,ZVG11-1016749,Pearl,"70,762",1800,4,"TSS, Pre-crash safety, 360 camera, panoramic glass roof, BSM, Radar cruise control",1000000,20/11/25,,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,,
